mse_2d,ssim_2d,psnr_2d
0.00041744567,0.9563727379264586,39.814599037717414
0.00054965995,0.953974603286423,38.619657180680925
0.00047034398,0.9634326687588999,39.296444787014494
0.00052387634,0.9750391140539828,38.828310510619076
0.00042311067,0.96772227351622,39.75605947351586
0.0005543076,0.9707881242994102,38.58308962639088
0.00041978297,0.9839499268002715,39.79035320434853
0.00029206363,0.9708096919910999,41.36582293746975
0.0004890788,0.9714909724632831,39.126810930285835
0.00038366613,0.9638182841744026,40.181065655809775
0.00055320753,0.968930991603249,38.59172104366809
0.00042440393,0.9720173405353592,39.74280585773513
0.0005189748,0.9618768541775253,38.86913578897868
0.00046320973,0.9711705055373857,39.36282469330134
0.0005436867,0.9582940107041201,38.667113408685836
0.00040261797,0.961809028368373,39.971666809983965
0.00055831694,0.9645122706130672,38.55179038437368
0.00055410253,0.953962056777593,38.5846966273043
0.0004275697,0.971037252700443,39.958794235656924
0.0004138892,0.9646472378673017,39.85175886296266
0.0005134019,0.9680059196564293,38.916024596557975
0.0005370987,0.9576507993563285,38.72005746197495
0.00049950596,0.9438433847479253,39.03519531120148
0.0005406462,0.9531737288275725,38.691466927682946
0.000502253,0.9511891094024504,39.01137607859053
0.0005090876,0.9531017146500756,38.95267498594665
0.00038856737,0.9750348871776288,40.500966523207495
0.00060119625,0.9490701092127075,38.23043576099501
0.00032824464,0.982976426230347,40.8586236285606
0.0003918314,0.9663891881578749,40.089607423412815
0.0005228956,0.9528500677118205,38.83644905905943
0.00038947118,0.9725513121359528,40.11584544090375
0.00054508715,0.9491631964015855,38.6559389538807
0.0005966643,0.9449014978818843,38.26330058637631
0.00049381907,0.9672937815737281,39.08492122090883
0.00044985933,0.9669666672265432,39.4898316082752
0.00037355794,0.9710868394067284,40.29702236862645
0.000656633,0.963073339890203,37.8473731308922
0.00054636545,0.9629050011263272,38.645766803768986
0.00047690596,0.970709772303841,39.23627337136994
0.0005373355,0.9628772424662656,38.71814397119661
0.0005670574,0.9454100015240794,38.48432948004972
0.00049848534,0.9654904635749002,39.04407523377457
0.0002974623,0.97760270070559,40.55983328604864
0.000492635,0.9591030399093124,39.095346018071375
0.000455501,0.9616116593860992,39.43570715483061
0.000516238,0.9734542396395666,38.89210182007374
0.00044702805,0.9715318168451944,39.51725416767654
0.00039449203,0.9771487353301108,40.060217530419024
0.0005379018,0.9458261427004007,38.71357147375226
0.00040893335,0.9711961818004334,38.42225699889162
0.0004640296,0.9557603200198024,39.355141737903445
0.0003320834,0.9862857952369363,40.80812735243598
0.00047634923,0.9705661607091391,39.241347021161005
0.0004946696,0.9582645294905919,39.077449495012445
0.00036177994,0.9801057104672003,40.43615634203969
0.00043296735,0.965005262224746,39.6560485171854
0.00033149775,0.9799601967795818,40.81579374081416
0.00051758817,0.9519690500803873,38.880757553316414
0.0005163897,0.9474138826958534,38.89082615955485
0.0003807533,0.9677243538056625,40.21416241946724
0.0004463922,0.9824431090511215,39.52343366603431
0.0006636875,0.9555712694937242,37.80096476688496
0.00058679696,0.9638645462953924,38.55635045655324
0.00048374126,0.964635411949668,39.43995245363538
0.0004973766,0.9482204910675261,39.05374623153958
0.000490852,0.9744738121042023,39.11109297032086
0.00050516205,0.9779307451513546,38.98629361072548
0.00051326625,0.9559109884046139,38.917171862673996
0.00052955904,0.9544832381217533,38.78145483707923
0.00037219553,0.990082874904591,40.31288943176895
0.000583762,0.9465788739237423,38.358242034670646
0.00044391933,0.9717181422515067,39.79331455912453
0.00037627367,0.9687359983122968,40.26556159816692
0.00067811675,0.9446131281242041,37.707555767915274
0.00049543486,0.9500015935692624,39.070735710268515
0.0004654606,0.9865708162174159,39.341772152984625
0.0003860213,0.9674602363566045,40.15448801441446
0.00053747406,0.9545005013344469,38.71702569736511
0.00061866397,0.9499249480229787,38.10605057689278
0.000460332,0.9671278355583818,39.389886920023635
0.00035216566,0.9612022670624448,40.5531319265695
0.0005069772,0.9647008647961345,38.97071647042818
0.00039436188,0.9869626430624064,40.06165057762532
0.0003762683,0.978568400975712,40.265623724490894
0.0004085767,0.9707068304573339,39.9078630752645
0.00046805022,0.9449731962246406,39.317675422793265
0.00046142304,0.9607327447744901,33.753325003589566
0.00051189674,0.9600747068496599,38.92877705999201
0.0004174057,0.9665051537813018,39.81501735496549
0.00049448863,0.9728021666963077,39.0790357871512
0.00033284855,0.9676643306608947,40.79813329778632
0.00055208587,0.9578839620456217,38.60053469816228
0.00042764933,0.9661318336962532,39.70972151934245
0.00050338986,0.9659361971616898,39.00155597764799
0.0005114,0.9656731808821729,38.93299336651225
0.0004369111,0.9700828519323696,39.616668711296875
0.00050033594,0.9660501277139403,39.02798451586577
0.00028817114,0.9773887380455867,41.424093287600755
0.00037414613,0.9603020618019462,40.290188472989506
0.0005021663,0.9648502500958748,39.01212573623312
0.00055439206,0.9401164650328623,38.58243108735678
0.0004720594,0.9610332240476366,39.28063570844103
0.00056076207,0.9530402935685657,38.532812863277634
0.00036639904,0.9666605688047563,40.38105857618619
0.00036989755,0.9689786284763814,40.59216382504378
0.0005939907,0.9415780272355289,38.28280411034866
0.0005253733,0.9521982973274249,38.81591837986408
0.00046963894,0.955138366266376,39.30295976752171
0.0004850461,0.9650695306813768,39.16276964660095
0.0005294629,0.9445649005390014,38.782245912271144
0.00031667473,0.9744570169778353,40.4001354994006
0.00054783834,0.959930772188581,38.63407877135234
0.0005238138,0.9511972809386307,38.82882822998551
0.0005918587,0.95269465761237,38.29841852644034
0.0005581013,0.9515835360065048,38.55346779512093
0.00038769902,0.9574627207347405,40.13565131298609
